Надя,Nadya,F,Ukrainian
ნანა,Nana,F,Georgian
奈緒,Nao,F,Japanese
直,Nao,F,Japanese
直,Naoshi,M,Japanese
Նարե,Nare,F,Armenian
Նարեկ,Narek,M,Armenian
Նատալի,Natali,F,Armenian
Наталия,Nataliya,F,Russian
Наталія,Nataliya,F,Ukrainian
Наталья,Natalya,F,Russian
Наташа,Natasha,F,Russian
Наташа,Natasha,F,Ukrainian
ნათელა,Natela,F,Georgian
ნათია,Natia,F,Georgian
Николай,Nikolay,M,Russian
ნიკოლოზი,Nikʼolozi,M,Georgian
ნინო,Nino,F,Georgian
信弘,Nobuhiro,M,Japanese
信雄,Nobuo,M,Japanese
ნოდარი,Nodari,M,Georgian
Оксана,Oksana,F,Ukrainian
Олекса,Oleksa,M,Ukrainian
Олександр,Oleksandr,M,Ukrainian
Олександра,Oleksandra,F,Ukrainian
Олексій,Oleksiy,M,Ukrainian
Олена,Olena,F,Ukrainian
Ольга,Olga,F,Russian
Ольга,Olha,F,Ukrainian
ოთარი,Otari,M,Georgian
Павел,Pavel,M,Russian
Павло,Pavlo,M,Ukrainian
佩君,Pèijūn,F,Chinese
佩珊,Pèishān,F,Chinese
Петро,Petro,M,Ukrainian
平,Píng,M,Chinese
Полина,Polina,F,Russian
Поліна,Polina,F,Ukrainian
Пётр,Pyotr,M,Russian
强,Qiáng,M,Chinese
怜,Rei,F,Japanese
麗,Rei,F,Japanese
莉奈,Rina,F,Japanese
Роман,Roman,M,Russian
Роман,Roman,M,Ukrainian
Рoмaна,Romana,F,Russian
Рoмaна,Romana,F,Ukrainian
Руслан,Ruslan,M,Russian
Руслан,Ruslan,M,Ukrainian
Ռուզաննա,Ṙuzanna,F,Armenian
竜,Ryū,M,Japanese
隆三,Ryūzō,M,Japanese
三郎,Saburō,M,Japanese
栄,Sakae,N,Japanese
咲,Saki,F,Japanese
咲良,Sakura,F,Japanese
桜,Sakura,F,Japanese
Սամվել,Samvel,M,Armenian
Սարգիս,Sargis,M,Armenian
Сергей,Sergey,M,Russian
Сергій,Serhiy,M,Ukrainian
茂樹,Shigeki,M,Japanese
茂,Shigeru,M,Japanese
诗涵,Shīhán,F,Chinese
慎太郎,Shintarō,M,Japanese
诗婷,Shītíng,F,Chinese
静,Shizuka,F,Japanese
静香,Shizuka,F,Japanese
淑芬,Shūfēn,F,Chinese
淑华,Shūhuá,F,Chinese
淑惠,Shūhuì,F,Chinese
淑慧,Shūhuì,F,Chinese
淑娟,Shūjuān,F,Chinese
淑玲,Shūlíng,F,Chinese
淑贞,Shūzhēn,F,Chinese
思颖,Sīyǐng,F,Chinese
Софія,Sofiya,F,Ukrainian
Софья,Sofya,F,Russian
Սոնա,Sona,F,Armenian
Соня,Sonya,F,Russian
Соня,Sonya,F,Ukrainian
Станислав,Stanislav,M,Russian
Станіслав,Stanislav,M,Ukrainian
Սուսաննա,Susanna,F,Armenian
Светлана,Svetlana,F,Russian
Світлана,Svitlana,F,Ukrainian
Святослав,Svyatoslav,M,Russian
Святослав,Svyatoslav,M,Ukrainian
忠男,Tadao,M,Japanese
忠雄,Tadao,M,Japanese
武,Takeshi,M,Japanese
Тамара,Tamara,F,Russian
თამარი,Tamari,F,Georgian
თამაზი,Tamazi,M,Georgian
Таня,Tanya,F,Russian
涛,Tāo,M,Chinese
太郎,Tarō,M,Japanese
Татьяна,Tatyana,F,Russian
貞子,Teiko,F,Japanese
თეიმურაზი,Teimurazi,M,Georgian
哲,Tetsu,M,Japanese
哲朗,Tetsurō,M,Japanese
哲郎,Tetsurō,M,Japanese
Тетяна,Tetyana,F,Ukrainian
Տիգրան,Tigran,M,Armenian
Тимур,Timur,M,Russian
婷婷,Tíngtíng,F,Chinese
庭玮,Tíngwěi,F,Chinese
富子,Tomiko,F,Japanese
知子,Tomoko,F,Japanese
俊光,Toshimitsu,M,Japanese
Վահե,Vahe,M,Armenian
Валентин,Valentin,M,Russian
Валентина,Valentina,F,Russian
Валентин,Valentyn,M,Ukrainian
Валентина,Valentyna,F,Ukrainian
Валерій,Valeriy,M,Ukrainian
Валерия,Valeriya,F,Russian
Валерія,Valeriya,F,Ukrainian
Валерий,Valery,M,Russian
Վարդան,Vardan,M,Armenian
Василий,Vasily,M,Russian
Василь,Vasyl,M,Ukrainian
Вера,Vera,F,Russian
Виктор,Viktor,M,Russian
Віктор,Viktor,M,Ukrainian
Виктория,Viktoriya,F,Russian
Вікторія,Viktoriya,F,Ukrainian
Վիկտորյա,Viktorya,F,Armenian
Віра,Vira,F,Ukrainian
Владимир,Vladimir,M,Russian
Володимир,Volodymyr,M,Ukrainian
Вʼячеслав,Vyacheslav,M,Ukrainian
Вячеслав,Vyacheslav,M,Russian
Вʼячеслава,Vyacheslava,F,Ukrainian
Вячеслава,Vyacheslava,F,Russian
婉婷,Wǎntíng,F,Chinese
琬婷,Wǎntíng,F,Chinese
伟,Wěi,M,Chinese
玮婷,Wěitíng,F,Chinese
威廷,Wēitíng,M,Chinese
霞,Xiá,F,Chinese
筱涵,Xiǎohán,F,Chinese
晓理,Xiǎolǐ,F,Chinese
晓媛,Xiǎoyuàn,F,Chinese
信宏,Xìnhóng,M,Chinese
心怡,Xīnyí,F,Chinese
欣怡,Xīnyí,F,Chinese
馨仪,Xīnyí,F,Chinese
秀兰,Xiùlán,F,Chinese
秀英,Xiùyīng,F,Chinese
雅芳,Yǎfāng,F,Chinese
雅涵,Yǎhán,F,Chinese
雅惠,Yǎhuì,F,Chinese
雅慧,Yǎhuì,F,Chinese
Яків,Yakiv,M,Ukrainian
Яков,Yakov,M,Russian
雅玲,Yǎlíng,F,Chinese
艳,Yàn,F,Chinese
洋,Yáng,M,Chinese
彦廷,Yàntíng,M,Chinese
雅萍,Yǎpíng,F,Chinese
雅琪,Yǎqí,F,Chinese
弥太郎,Yatarō,M,Japanese
雅婷,Yǎtíng,F,Chinese
雅文,Yǎwén,F,Chinese
雅雯,Yǎwén,F,Chinese
雅筑,Yǎzhù,F,Chinese
Егор,Yegor,M,Russian
Єгор,Yehor,M,Ukrainian
Екатерина,Yekaterina,F,Russian
Елена,Yelena,F,Russian
Єлена,Yelena,F,Ukrainian
Елизавета,Yelizaveta,F,Russian
Єлизавета,Yelyzaveta,F,Ukrainian
Եվա,Yeva,F,Armenian
Евдокия,Yevdokiya,F,Russian
Євдокія,Yevdokiya,F,Ukrainian
Евгения,Yevgeniya,F,Russian
Евгений,Yevgeny,M,Russian
Євген,Yevhen,M,Ukrainian
Євгеній,Yevheniy,M,Ukrainian
Євгенія,Yevheniya,F,Ukrainian
怡安,Yíān,F,Chinese
宜君,Yíjūn,F,Chinese
怡君,Yíjūn,F,Chinese
怡伶,Yílíng,F,Chinese
怡如,Yírú,F,Chinese
宜庭,Yítíng,F,Chinese
怡婷,Yítíng,F,Chinese
依婷,Yītíng,F,Chinese
怡萱,Yíxuān,F,Chinese
洋二,Yōji,M,Japanese
洋司,Yōji,M,Japanese
勇,Yǒng,M,Chinese
祐二,Yūji,M,Japanese
裕士,Yūji,M,Japanese
由貴,Yuki,N,Japanese
勇気,Yūki,N,Japanese
幸雄,Yukio,M,Japanese
行雄,Yukio,M,Japanese
優子,Yūko,F,Japanese
悠子,Yūko,F,Japanese
Юлия,Yuliya,F,Russian
Юлія,Yuliya,F,Ukrainian
由美,Yumi,F,Japanese
裕美,Yumi,F,Japanese
Юрій,Yuriy,M,Ukrainian
Юрий,Yury,M,Russian
郁婷,Yùtíng,F,Chinese
钰婷,Yùtíng,F,Chinese
郁雯,Yùwén,F,Chinese
宇轩,Yǔxuān,M,Chinese
ზაზა,Zaza,M,Georgian
兆铭,Zhàomíng,M,Chinese
哲玮,Zhéwěi,M,Chinese
志豪,Zhìháo,M,Chinese
志宏,Zhìhóng,M,Chinese
志杰,Zhìjié,M,Chinese
志伟,Zhìwěi,M,Chinese
宗翰,Zōnghàn,M,Chinese
ზურაბი,Zurabi,M,Georgian
Adam,,M,Polish
Adèle,,F,French
Adrian,,M,Polish
Adrien,,M,French
Adrienne,,F,French
Agata,,F,Polish
Agrippa,,M,Latin
Ahmet,,M,Turkish
Aigars,,M,Latvian
Aija,,F,Latvian
Aimée,,F,French
Aino,,F,Finnish
Ákos,,M,Hungarian
Alain,,M,French
Alan,,M,Polish
Alba,,F,Spanish
Albert,,M,English
Alejandro,,M,Spanish
Aleksander,,M,Polish
Aleksandra,,F,Polish
Aleksandrs,,M,Latvian
Aleksi,,M,Finnish
Alexandre,,M,French
Alexandrie,,F,French
Alfred,,M,English
Ali,,M,Turkish
Alice,,F,English
Alicja,,F,Polish
Álvaro,,M,Spanish
Amaury,,M,French
Amelia,,F,Polish
Amélie,,F,French
Ana,,F,Spanish
Ana María,,F,Spanish
Anders,,M,Danish
András,,M,Hungarian
André,,M,French
Andrea,,F,Spanish
Andreas,,M,Danish
Andrée,,F,French
Andrew,,M,English
Andri,,M,Icelandic
Andris,,M,Latvian
Andrzej,,M,Polish
Ángel,,M,Spanish
Angela,,F,English
Anh,,F,Vietnamese
Ánh,,N,Vietnamese
Anikó,,F,Hungarian
Anita,,F,Finnish
Anita,,F,Latvian
Anja,,F,Finnish
Anna,,F,Danish
Anna,,F,English
Anna,,F,Finnish
Anna,,F,Hungarian
Anna,,F,Icelandic
Anna,,F,Latvian
Anna,,F,Polish
Annamária,,F,Hungarian
Anne,,F,Danish
Anne,,F,English
Anne,,F,Finnish
Anne,,F,French
Anneli,,F,Finnish
Annika,,F,Finnish
Annikki,,F,Finnish
Antero,,M,Finnish
Anthony,,M,English
Antoine,,M,French
Antoinette,,F,French
Antoni,,M,Polish
Antonia,,F,Spanish
Antonina,,F,Polish
Antonio,,M,Spanish
Antti,,M,Finnish
Appia,,F,Latin
Appius,,M,Latin
Ari,,M,Finnish
Arnar,,M,Icelandic
Árni,,M,Icelandic
Aron,,M,Icelandic
Árpád,,M,Hungarian
Arthur,,M,English
Ásdís,,F,Icelandic
Ásta,,F,Icelandic
Auður,,F,Icelandic
Auguste,,M,French
Aula,,F,Latin
Aulus,,M,Latin
Aurélie,,F,French
Ayşe,,F,Turkish
Azra,,F,Turkish
Balázs,,M,Hungarian
Bálint,,M,Hungarian
Bảo,,M,Vietnamese
Barbara,,F,Hungarian
Barbara,,F,Polish
Bartłomiej,,M,Polish
Bartosz,,M,Polish
Beatriz,,F,Spanish
Béla,,M,Hungarian
Belinay,,F,Turkish
Benjamin,,M,French
Benoît,,M,French
Bente,,F,Danish
Berat,,M,Turkish
Berglind,,F,Icelandic
Bernadette,,F,French
Bernard,,M,English
Bernard,,M,French
Bertrand,,M,French
Bianka,,F,Hungarian
Bích,,F,Vietnamese
Birgir,,M,Icelandic
Birgit,,F,Danish
Birthe,,F,Danish
Bjarne,,M,Danish
Bjarni,,M,Icelandic
Björn,,M,Icelandic
Blanka,,F,Polish
Błażej,,M,Polish
Bo,,M,Danish
Bodil,,F,Danish
Boglárka,,F,Hungarian
Bolesław,,M,Polish
Brian,,M,English
Brigitte,,F,French
Bryndís,,F,Icelandic
Caeso,,M,Latin
Caesula,,F,Latin
Camilla,,F,Danish
Carl,,M,English
Carlos,,M,Spanish
Carmen,,F,Spanish
Caroline,,F,French
Carsten,,M,Danish
Catherine,,F,English
Catherine,,F,French
Cécile,,F,French
Cecilie,,F,Danish
Charles,,M,English
Charles,,M,French
Charlotte,,F,Danish
Charlotte,,F,French
Christian,,M,Danish
Christine,,F,French
Christophe,,M,French
Christopher,,M,English
Claire,,F,French
Clara,,F,English
Clarence,,M,English
Claude,,N,French
Claudine,,F,French
Clémence,,F,French
Colette,,F,French
Concepción,,F,Spanish
Công,,M,Vietnamese
Constance,,F,French
Corinne,,F,French
Cristina,,F,Spanish
Csaba,,M,Hungarian
Cúc,,F,Vietnamese
Cương,,M,Vietnamese
Cường,,M,Vietnamese
Dace,,F,Latvian
Damian,,M,Polish
Danh,,M,Vietnamese
Daniel,,M,English
Daniel,,M,French
Daniel,,M,Polish
Daniel,,M,Spanish
Daníel,,M,Icelandic
Danielle,,F,French
Daria,,F,Polish
David,,M,English
David,,M,French
David,,M,Spanish
Davíð,,M,Icelandic
Dawid,,M,Polish
Decima,,F,Latin
Decimus,,M,Latin
Dénes,,M,Hungarian
Denis,,M,French
Denise,,F,French
Dezső,,M,Hungarian
Diāna,,F,Latvian
Diane,,F,French
Didier,,M,French
Diễm,,F,Vietnamese
Dolores,,F,Spanish
Dominik,,M,Polish
Dominika,,F,Polish
Dominique,,N,French
Donald,,M,English
Dorina,,F,Hungarian
Dorothy,,F,English
Dorthe,,F,Danish
Ðức,,M,Vietnamese
Dung,,F,Vietnamese
Dũng,,M,Vietnamese
Dương,,M,Vietnamese
Duy,,M,Vietnamese
Ecrin,,F,Turkish
Edgars,,M,Latvian
Edmund,,M,English
Édouard,,M,French
Edward,,M,English
Eero,,M,Finnish
Eeva,,F,Finnish
Eija,,F,Finnish
Eila,,F,Finnish
Einar,,M,Icelandic
Ela,,F,Turkish
Eleanor,,F,English
Éléonore,,F,French
Elif,,F,Turkish
Elín,,F,Icelandic
Elina,,F,Finnish
Elisabet,,F,Finnish
Elísabet,,F,Icelandic
Élisabeth,,F,French
Élise,,F,French
Elizabeth,,F,English
Ella,,F,English
Else,,F,Danish
Émile,,M,French
Emilia,,F,Finnish
Emilia,,F,Polish
Emilie,,F,Danish
Émilie,,F,French
Emily,,F,English
Emine,,F,Turkish
Emir,,M,Turkish
Emirhan,,M,Turkish
Emma,,F,English
Enikő,,F,Hungarian
Ensio,,M,Finnish
Erik,,M,Danish
Erik,,M,Finnish
Erkki,,M,Finnish
Erla,,F,Icelandic
Ernő,,M,Hungarian
Erzsébet,,F,Hungarian
Esther,,F,English
Étienne,,M,French
Eugene,,M,English
Eugène,,M,French
Eva,,F,English
Eva,,F,Icelandic
Eveliina,,F,Finnish
Evelyn,,F,English
Eymen,,M,Turkish
Fabian,,M,Polish
Fatma,,F,Turkish
Fausta,,F,Latin
Faustus,,M,Latin
Ferenc,,M,Hungarian
Filip,,M,Polish
Flemming,,M,Danish
Florence,,F,English
Frances,,F,English
Francis,,N,French
Francisca,,F,Spanish
Francisco,,M,Spanish
Franciszek,,M,Polish
François,,M,French
Françoise,,F,French
Frank,,M,English
Fred,,M,English
Frédéric,,M,French
Gábor,,M,Hungarian
Gabriel,,M,French
Gabriel,,M,Polish
Gabriela,,F,Polish
Gabrielle,,F,French
Gaia,,F,Latin
Gaius,,M,Latin
Gấm,,F,Vietnamese
Geneviève,,F,French
George,,M,English
Georges,,M,French
Georgia,,F,English
Gérard,,M,French
Giang,,M,Vietnamese
Gilles,,M,French
Gísli,,M,Icelandic
Gladys,,F,English
Gnaea,,F,Latin
Gnaeus,,M,Latin
Grace,,F,English
Grégoire,,M,French
Guðbjörg,,F,Icelandic
Guðjón,,M,Icelandic
Guðmundur,,M,Icelandic
Guðný,,F,Icelandic
Guðrún,,F,Icelandic
Guillaume,,M,French
Gunārs,,M,Latvian
Gunnar,,M,Icelandic
Guy,,M,French
Gyöngyi,,F,Hungarian
György,,M,Hungarian
Győző,,M,Hungarian
Hải,,M,Vietnamese
Hajnal,,F,Hungarian
Halldór,,M,Icelandic
Hạnh,,F,Vietnamese
Hanna,,F,Finnish
Hanna,,F,Polish
Hanne,,F,Danish
Hannele,,F,Finnish
Hannu,,M,Finnish
Hans,,M,Danish
Harold,,M,English
Harri,,M,Finnish
Hasan,,M,Turkish
Hatice,,F,Turkish
Hazel,,F,English
Heidi,,F,Finnish
Heikki,,M,Finnish
Helen,,F,English
Helena,,F,Finnish
Hélène,,F,French
Helga,,F,Icelandic
Helgi,,M,Icelandic
Helle,,F,Danish
Henning,,M,Danish
Henri,,M,French
Henriette,,F,French
Henrik,,M,Danish
Henrik,,M,Finnish
Henry,,M,English
Herbert,,M,English
Hiền,,F,Vietnamese
Hiếu,,M,Vietnamese
Hildur,,F,Icelandic
Hoa,,F,Vietnamese
Hoài,,M,Vietnamese
Honoré,,M,French
Hosta,,F,Latin
Hostus,,M,Latin
Hrafnhildur,,F,Icelandic
Hubert,,M,Polish
Hugues,,M,French
Hulda,,F,Icelandic
Hùng,,M,Vietnamese
Hương,,F,Vietnamese
Hüseyin,,M,Turkish
Huyền,,F,Vietnamese
Ibrahim,,M,Turkish
Ieva,,F,Latvian
Iga,,F,Polish
Igor,,M,Polish
Ilmari,,M,Finnish
Ilona,,F,Hungarian
Imre,,M,Hungarian
Inese,,F,Latvian
Inga,,F,Icelandic
Inga,,F,Latvian
Inge,,F,Danish
Inger,,F,Danish
Ingibjörg,,F,Icelandic
Inkeri,,F,Finnish
Irene,,F,English
Irene,,F,Finnish
Íris,,F,Icelandic
Irmeli,,F,Finnish
Isabel,,F,Spanish
Isabelle,,F,French
İsmail,,M,Turkish
István,,M,Hungarian
Ivars,,M,Latvian
Iveta,,F,Latvian
Izabela,,F,Polish
Jaakko,,M,Finnish
Jaana,,F,Finnish
Jacqueline,,F,French
Jacques,,M,French
Jagoda,,F,Polish
Jakub,,M,Polish
James,,M,English
Jan,,M,Danish
Jan,,M,Polish
Jane,,F,Danish
Jani,,M,Finnish
Jānis,,M,Latvian
Janne,,M,Finnish
Jari,,M,Finnish
Javier,,M,Spanish
Jean,,M,French
Jeanne,,F,French
Jennifer,,F,English
Jens,,M,Danish
Jérôme,,M,French
Jesper,,M,Danish
Jesús,,M,Spanish
Jette,,F,Danish
Joanna,,F,Polish
Jóhann,,M,Icelandic
Johanna,,F,Finnish
Jóhanna,,F,Icelandic
Johannes,,M,Finnish
Jóhannes,,M,Icelandic
John,,M,English
Jolana,,F,Hungarian
Jón,,M,Icelandic
Jóna,,F,Icelandic
Jonas,,M,Danish
Jorge,,M,Spanish
Jørgen,,M,Danish
Jorma,,M,Finnish
José,,M,Spanish
José Antonio,,M,Spanish
José Luis,,M,Spanish
José Manuel,,M,Spanish
José María,,M,Spanish
Josefa,,F,Spanish
Joseph,,M,English
Josephine,,F,English
Joséphine,,F,French
Joy,,F,English
Juan,,M,Spanish
Juan Carlos,,M,Spanish
Juha,,M,Finnish
Juhani,,M,Finnish
Juho,,M,Finnish
Jukka,,M,Finnish
Julia,,F,English
Julia,,F,Polish
Julien,,M,French
Juliette,,F,French
Juris,,M,Latvian
Jussi,,M,Finnish
Justyna,,F,Polish
Jytte,,F,Danish
Kaarina,,F,Finnish
Kacper,,M,Polish
Kalervo,,M,Finnish
Kalevi,,M,Finnish
Kálmán,,M,Hungarian
Kamil,,M,Polish
Kamila,,F,Polish
Karen,,F,Danish
Karen,,F,English
Kari,,M,Finnish
Karin,,F,Danish
Karl,,M,Icelandic
Kārlis,,M,Latvian
Karol,,M,Polish
Karoliina,,F,Finnish
Karolina,,F,Polish
Károly,,M,Hungarian
Katariina,,F,Finnish
Katarzyna,,F,Polish
Katherine,,F,English
Katrín,,F,Icelandic
Kazimierz,,M,Polish
Kenneth,,M,English
Kevin,,M,English
Kim,,M,Vietnamese
Kinga,,F,Polish
Kirsten,,F,Danish
Klaudia,,F,Polish
Knud,,M,Danish
Kolbrún,,F,Icelandic
Konrad,,M,Polish
Kornelia,,F,Polish
Kristian,,M,Finnish
Kristiina,,F,Finnish
Kristín,,F,Icelandic
Kristīne,,F,Latvian
Kristinn,,M,Icelandic
Kristján,,M,Icelandic
Krystian,,M,Polish
Krzysztof,,M,Polish
Ksawery,,M,Polish
Kurt,,M,Danish
Kyllikki,,F,Finnish
Là,,F,Vietnamese
Lajos,,M,Hungarian
Lâm,,M,Vietnamese
Lan,,F,Vietnamese
Lars,,M,Danish
