Ingibjörg,,F,Icelandic
ირაკლი,Irak’li,M,Georgian
Irene,,F,English
Ирина,Irina,F,Russian
Íris,,F,Icelandic
ირმა,Irma,F,Georgian
Ірина,Iryna,F,Ukrainian
Isabel,,F,Spanish
István,,M,Hungarian
Иван,Ivan,M,Russian
Іван,Ivan,M,Ukrainian
Иванна,Ivanna,F,Russian
Іванна,Ivanna,F,Ukrainian
Ivars,,M,Latvian
Iveta,,F,Latvian
Ивета,Iveta,F,Russian
Izabela,,F,Polish
Jagoda,,F,Polish
Jakub,,M,Polish
James,,M,English
Jan,,M,Polish
Jānis,,M,Latvian
Javier,,M,Spanish
Jennie,,F,English
Jesús,,M,Spanish
杰,Jié,M,Chinese
静,Jìng,F,Chinese
次郎,Jirō,M,Japanese
二郎,Jirō,M,Japanese
Joanna,,F,Polish
Jóhann,,M,Icelandic
Jóhanna,,F,Icelandic
Jóhannes,,M,Icelandic
John,,M,English
Jolana,,F,Hungarian
Jón,,M,Icelandic
Jóna,,F,Icelandic
Jorge,,M,Spanish
José,,M,Spanish
José Antonio,,M,Spanish
José Luis,,M,Spanish
José Manuel,,M,Spanish
José María,,M,Spanish
Josefa,,F,Spanish
Joseph,,M,English
Josephine,,F,English
Joy,,F,English
Juan,,M,Spanish
娟,Juān,F,Chinese
Juan Carlos,,M,Spanish
Julia,,F,English
Julia,,F,Polish
純,Jun,N,Japanese
淳,Jun,N,Japanese
潤,Jun,N,Japanese
順,Jun,N,Japanese
军,Jūn,M,Chinese
順子,Junko,F,Japanese
純子,Junko,F,Japanese
Juris,,M,Latvian
Justyna,,F,Polish
Kacper,,M,Polish
楓,Kaede,F,Japanese
Kálmán,,M,Hungarian
Kamil,,M,Polish
Kamila,,F,Polish
香苗,Kanae,F,Japanese
香織,Kaori,F,Japanese
香,Kaoru,F,Japanese
薫,Kaoru,N,Japanese
Կարեն,Karen,M,Armenian
Կարինե,Karine,F,Armenian
Karl,,M,Icelandic
Kārlis,,M,Latvian
Karol,,M,Polish
Karolina,,F,Polish
Károly,,M,Hungarian
Katarzyna,,F,Polish
Катерина,Kateryna,F,Ukrainian
Katherine,,F,English
Katrín,,F,Icelandic
Kazimierz,,M,Polish
和宏,Kazuhiro,M,Japanese
和弘,Kazuhiro,M,Japanese
和美,Kazumi,F,Japanese
和巳,Kazumi,M,Japanese
恵子,Keiko,F,Japanese
敬子,Keiko,F,Japanese
健一,Ken’ichi,M,Japanese
賢一,Ken’ichi,M,Japanese
謙一,Ken’ichi,M,Japanese
Kenneth,,M,English
健太郎,Kentarō,M,Japanese
ქეთევანი,Ketevani,F,Georgian
ხათუნა,Khatuna,F,Georgian
Kim,,M,Vietnamese
Kinga,,F,Polish
Кирилл,Kirill,M,Russian
Klaudia,,F,Polish
Kolbrún,,F,Icelandic
Konrad,,M,Polish
Константин,Konstantin,M,Russian
Kornelia,,F,Polish
Костянтин,Kostyantin,M,Ukrainian
Kristín,,F,Icelandic
Kristīne,,F,Latvian
Kristinn,,M,Icelandic
Kristján,,M,Icelandic
Krystian,,M,Polish
Krzysztof,,M,Polish
Ksawery,,M,Polish
Ксения,Kseniya,F,Russian
久美子,Kumiko,F,Japanese
Кирило,Kyrylo,M,Ukrainian
Là,,F,Vietnamese
Lajos,,M,Hungarian
ლალი,Lali,F,Georgian
Lâm,,M,Vietnamese
Lan,,F,Vietnamese
Лара,Lara,F,Russian
Лариса,Larisa,F,Russian
Лариса,Larysa,F,Ukrainian
ლაშა,Lasha,M,Georgian
László,,M,Hungarian
Laura,,F,English
Laura,,F,Polish
Laura,,F,Spanish
Lawrence,,M,English
Lễ,,M,Vietnamese
Lệ,,F,Vietnamese
Lech,,M,Polish
磊,Lěi,M,Chinese
Lena,,F,Polish
Leo,,M,English
Leonard,,M,English
Леонид,Leonid,M,Russian
Леонід,Leonid,M,Ukrainian
Лев,Lev,M,Russian
ლევანი,Levani,M,Georgian
Լեւոն,Levon,M,Armenian
Lewis,,M,English
丽,Lì,F,Chinese
ლია,Lia,F,Georgian
ლიანა,Liana,F,Georgian
Лидия,Lidiya,F,Russian
Līga,,F,Latvian
Լիլիթ,Lilit’,F,Armenian
Lilja,,F,Icelandic
Lillian,,F,English
Lily,,F,English
Loan,,M,Vietnamese
Louise,,F,English
Lụa,,F,Vietnamese
Lucía,,F,Spanish
Lucy,,F,English
Luis,,M,Spanish
Lukács,,M,Hungarian
Łukasz,,M,Polish
Любовь,Lyubov,F,Russian
Любов,Lyubov,F,Ukrainian
Людмила,Lyudmila,F,Russian
Людмила,Lyudmyla,F,Ukrainian
Maciej,,M,Polish
Magdalena,,F,Polish
Magnús,,M,Icelandic
Mai,,F,Vietnamese
მაია,Maia,F,Georgian
Maja,,F,Polish
誠,Makoto,N,Japanese
真,Makoto,N,Japanese
Максим,Maksim,M,Russian
Максим,Maksym,M,Ukrainian
Maksymilian,,M,Polish
Małgorzata,,F,Polish
Malwina,,F,Polish
მამუკა,Mamuk’a,M,Georgian
მანანა,Manana,F,Georgian
Մանե,Mane,F,Armenian
Manuel,,M,Spanish
Marcel,,M,Polish
Marcin,,M,Polish
Margaret,,F,English
Margrét,,F,Icelandic
Մարի,Mari,F,Armenian
Մարիա,Maria,F,Armenian
Maria,,F,Polish
María,,F,Icelandic
María,,F,Spanish
Mária,,F,Hungarian
María Carmen,,F,Spanish
María Dolores,,F,Spanish
María Isabel,,F,Spanish
María José,,F,Spanish
María Pilar,,F,Spanish
María Teresa,,F,Spanish
Մարիամ,Mariam,F,Armenian
მარიამი,Mariami,F,Georgian
Մարիաննա,Marianna,F,Armenian
Marie,,F,English
Marija,,F,Latvian
Marika,,F,Hungarian
真理子,Mariko,F,Japanese
მარინა,Marina,F,Georgian
მარინე,Marine,F,Georgian
Māris,,M,Latvian
Мария,Mariya,F,Russian
Марія,Mariya,F,Ukrainian
Marta,,F,Polish
Marta,,F,Spanish
Martín,,M,Spanish
Mārtiņš,,M,Latvian
Martyna,,F,Polish
Mary,,F,English
Maryna,,F,Polish
Marysia,,F,Polish
Maryśka,,F,Polish
正雄,Masao,M,Japanese
正夫,Masao,M,Japanese
正人,Masato,M,Japanese
Máté,,M,Hungarian
Mateusz,,M,Polish
Medea,,F,Hungarian
恵美,Megumi,F,Japanese
恵,Megumi,F,Japanese
მერაბი,Merabi,M,Georgian
Մերի,Meri,F,Armenian
Michael,,M,English
Michał,,M,Polish
Michalina,,F,Polish
Miervaldis,,M,Latvian
Mieszko,,M,Polish
Miguel,,M,Spanish
Miguel Ángel,,M,Spanish
Mihály,,M,Hungarian
Miķelis,,M,Latvian
Михаил,Mikhail,M,Russian
მიხეილი,Mikheili,M,Georgian
Miklós,,M,Hungarian
Mikołaj,,M,Polish
Միլենա,Milena,F,Armenian
Milena,,F,Polish
Miłosz,,M,Polish
敏,Mǐn,F,Chinese
明,Míng,M,Chinese
Minh,,M,Vietnamese
未来,Mirai,N,Japanese
Mirdza,,F,Latvian
Мирослав,Miroslav,M,Russian
光夫,Mitsuo,M,Japanese
三男,Mitsuo,M,Japanese
Monika,,F,Latvian
Михайло,Mykhaylo,M,Ukrainian
Михайлина,Mykhaylyna,F,Ukrainian
Микола,Mykola,M,Ukrainian
Миколай,Mykolay,M,Ukrainian
Мирослав,Myroslav,M,Ukrainian
მზია,Mzia,F,Georgian
娜,Nà,F,Chinese
Надежда,Nadezhda,F,Russian
Nadia,,F,Polish
Надiя,Nadiya,F,Ukrainian
Надя,Nadya,F,Russian
Надя,Nadya,F,Ukrainian
ნანა,Nana,F,Georgian
Nándor,,M,Hungarian
奈緒,Nao,F,Japanese
直,Nao,F,Japanese
直,Naoshi,M,Japanese
Նարե,Nare,F,Armenian
Նարեկ,Narek,M,Armenian
Նատալի,Natali,F,Armenian
Natalia,,F,Polish
Наталия,Nataliya,F,Russian
Наталія,Nataliya,F,Ukrainian
Наталья,Natalya,F,Russian
Наташа,Natasha,F,Russian
Наташа,Natasha,F,Ukrainian
ნათელა,Natela,F,Georgian
ნათია,Natia,F,Georgian
Nghĩa,,M,Vietnamese
Ngọc,,F,Vietnamese
Nguyệt,,F,Vietnamese
Nhân,,M,Vietnamese
Nhung,,F,Vietnamese
ნიკოლოზი,Nik’olozi,M,Georgian
Nikodem,,M,Polish
Nikola,,F,Polish
Николай,Nikolay,M,Russian
Nina,,F,Polish
ნინო,Nino,F,Georgian
信弘,Nobuhiro,M,Japanese
信雄,Nobuo,M,Japanese
ნოდარი,Nodari,M,Georgian
Oanh,,F,Vietnamese
Оксана,Oksana,F,Ukrainian
Ólafur,,M,Icelandic
Олекса,Oleksa,M,Ukrainian
Олександр,Oleksandr,M,Ukrainian
Олександра,Oleksandra,F,Ukrainian
Олексій,Oleksiy,M,Ukrainian
Олена,Olena,F,Ukrainian
Ольга,Olga,F,Russian
Ольга,Olha,F,Ukrainian
Oliwia,,F,Polish
Oliwier,,M,Polish
Ólöf,,F,Icelandic
Orsolya,,F,Hungarian
Oskar,,M,Polish
Óskar,,M,Icelandic
ოთარი,Otari,M,Georgian
Pablo,,M,Spanish
Páll,,M,Icelandic
Paloma,,F,Hungarian
Patrycja,,F,Polish
Patryk,,M,Polish
Paul,,M,English
Paula,,F,Spanish
Paulina,,F,Polish
Pauline,,F,English
Павел,Pavel,M,Russian
Павло,Pavlo,M,Ukrainian
Paweł,,M,Polish
Pedro,,M,Spanish
Peter,,M,English
Pēteris,,M,Latvian
Петро,Petro,M,Ukrainian
Pétur,,M,Icelandic
Phú,,M,Vietnamese
Pilar,,F,Spanish
平,Píng,M,Chinese
Piotr,,M,Polish
Pola,,F,Polish
Полина,Polina,F,Russian
Поліна,Polina,F,Ukrainian
Пётр,Pyotr,M,Russian
强,Qiáng,M,Chinese
Quân,,M,Vietnamese
Quang,,M,Vietnamese
Quý,,M,Vietnamese
Rafael,,M,Spanish
Rafał,,M,Polish
Ragnar,,M,Icelandic
Ragnheiður,,F,Icelandic
Ramón,,M,Spanish
Raquel,,F,Spanish
Raymond,,M,English
Rebecca,,F,English
麗,Rei,F,Japanese
怜,Rei,F,Japanese
Réka,,F,Hungarian
Rezső,,M,Hungarian
Richard,,M,English
莉奈,Rina,F,Japanese
Rita,,F,Latvian
Robert,,M,English
Roger,,M,English
Roksana,,F,Polish
Роман,Roman,M,Russian
Роман,Roman,M,Ukrainian
Рoмaна,Romana,F,Russian
Рoмaна,Romana,F,Ukrainian
Rose,,F,English
Roy,,M,English
Ruby,,F,English
Руслан,Ruslan,M,Russian
Руслан,Ruslan,M,Ukrainian
Russell,,M,English
Ruth,,F,English
Ռուզաննա,Ṙuzanna,F,Armenian
竜,Ryū,M,Japanese
隆三,Ryūzō,M,Japanese
三郎,Saburō,M,Japanese
栄,Sakae,N,Japanese
咲,Saki,F,Japanese
桜,Sakura,F,Japanese
咲良,Sakura,F,Japanese
Samuel,,M,English
Սամվել,Samvel,M,Armenian
Sándor,,M,Hungarian
Sandra,,F,Latvian
Sandra,,F,Polish
Sáng,,M,Vietnamese
Sara,,F,Spanish
Sarah,,F,English
Սարգիս,Sargis,M,Armenian
Sebastian,,M,Polish
Сергей,Sergey,M,Russian
Sergio,,M,Spanish
Сергій,Serhiy,M,Ukrainian
茂樹,Shigeki,M,Japanese
茂,Shigeru,M,Japanese
慎太郎,Shintarō,M,Japanese
静香,Shizuka,F,Japanese
静,Shizuka,F,Japanese
Sigríður,,F,Icelandic
Sigrún,,F,Icelandic
Sigurður,,F,Icelandic
Софія,Sofiya,F,Ukrainian
Софья,Sofya,F,Russian
Sólveig,,F,Icelandic
Sơn,,M,Vietnamese
Սոնա,Sona,F,Armenian
Sonia,,F,Spanish
Соня,Sonya,F,Russian
Соня,Sonya,F,Ukrainian
Станислав,Stanislav,M,Russian
Станіслав,Stanislav,M,Ukrainian
Stanisław,,M,Polish
Stefán,,M,Icelandic
Stefania,,F,Hungarian
Steinunn,,F,Icelandic
Susan,,F,English
Սուսաննա,Susanna,F,Armenian
Sveinn,,M,Icelandic
Светлана,Svetlana,F,Russian
Світлана,Svitlana,F,Ukrainian
Святослав,Svyatoslav,M,Russian
Святослав,Svyatoslav,M,Ukrainian
Szilárd,,M,Hungarian
Szymon,,M,Polish
忠男,Tadao,M,Japanese
忠雄,Tadao,M,Japanese
Tadeusz,,M,Polish
Tài,,M,Vietnamese
武,Takeshi,M,Japanese
Тамара,Tamara,F,Russian
თამარი,Tamari,F,Georgian
თამაზი,Tamazi,M,Georgian
Таня,Tanya,F,Russian
涛,Tāo,M,Chinese
太郎,Tarō,M,Japanese
Татьяна,Tatyana,F,Russian
貞子,Teiko,F,Japanese
თეიმურაზი,Teimurazi,M,Georgian
哲,Tetsu,M,Japanese
哲郎,Tetsurō,M,Japanese
哲朗,Tetsurō,M,Japanese
Тетяна,Tetyana,F,Ukrainian
Thanh,,N,Vietnamese
Thảo,,F,Vietnamese
Theresa,,F,English
Thomas,,M,English
Thông,,M,Vietnamese
Thúy,,F,Vietnamese
Տիգրան,Tigran,M,Armenian
Timothy,,M,English
Тимур,Timur,M,Russian
Tín,,M,Vietnamese
Tomás,,M,Spanish
Tomasz,,M,Polish
富子,Tomiko,F,Japanese
知子,Tomoko,F,Japanese
俊光,Toshimitsu,M,Japanese
Trân,,F,Vietnamese
Trang,,F,Vietnamese
Tráng,,M,Vietnamese
Trí,,M,Vietnamese
Trung,,M,Vietnamese
Tuấn,,M,Vietnamese
Tuệ,,M,Vietnamese
Tünde,,F,Hungarian
Tymoteusz,,M,Polish
Uldis,,M,Latvian
Unnur,,F,Icelandic
Վահե,Vahe,M,Armenian
Valdis,,M,Latvian
Валентин,Valentin,M,Russian
Валентина,Valentina,F,Russian
Валентин,Valentyn,M,Ukrainian
Валентина,Valentyna,F,Ukrainian
Валерій,Valeriy,M,Ukrainian
Валерия,Valeriya,F,Russian
Валерія,Valeriya,F,Ukrainian
Валерий,Valery,M,Russian
Vân,,F,Vietnamese
Վարդան,Vardan,M,Armenian
Василий,Vasily,M,Russian
Василь,Vasyl,M,Ukrainian
Вера,Vera,F,Russian
Verónica,,F,Spanish
Victoria,,F,English
Виктор,Viktor,M,Russian
Віктор,Viktor,M,Ukrainian
Виктория,Viktoriya,F,Russian
Вікторія,Viktoriya,F,Ukrainian
Վիկտորյա,Viktorya,F,Armenian
Віра,Vira,F,Ukrainian
Virág,,F,Hungarian
Virginia,,F,English
Владимир,Vladimir,M,Russian
Володимир,Volodymyr,M,Ukrainian
Вячеслав,Vyacheslav,M,Russian
В’ячеслав,Vyacheslav,M,Ukrainian
Вячеслава,Vyacheslava,F,Russian
В’ячеслава,Vyacheslava,F,Ukrainian
Walter,,M,English
伟,Wěi,M,Chinese
Weronika,,F,Polish
Wiktor,,M,Polish
Wiktoria,,F,Polish
William,,M,English
Witold,,M,Polish
Władysław,,M,Polish
Wojciech,,M,Polish
霞,Xiá,F,Chinese
秀兰,Xiùlán,F,Chinese
秀英,Xiùyīng,F,Chinese
Яків,Yakiv,M,Ukrainian
Яков,Yakov,M,Russian
艳,Yàn,F,Chinese
洋,Yáng,M,Chinese
弥太郎,Yatarō,M,Japanese
Егор,Yegor,M,Russian
Єгор,Yehor,M,Ukrainian
Екатерина,Yekaterina,F,Russian
Елена,Yelena,F,Russian
Єлена,Yelena,F,Ukrainian
Елизавета,Yelizaveta,F,Russian
Єлизавета,Yelyzaveta,F,Ukrainian
Yến,,F,Vietnamese
Եվա,Yeva,F,Armenian
Евдокия,Yevdokiya,F,Russian
Євдокія,Yevdokiya,F,Ukrainian
Евгения,Yevgeniya,F,Russian
Евгений,Yevgeny,M,Russian
Євген,Yevhen,M,Ukrainian
Євгеній,Yevheniy,M,Ukrainian
Євгенія,Yevheniya,F,Ukrainian
洋二,Yōji,M,Japanese
洋司,Yōji,M,Japanese
勇,Yǒng,M,Chinese
祐二,Yūji,M,Japanese
裕士,Yūji,M,Japanese
由貴,Yuki,N,Japanese
勇気,Yūki,N,Japanese
幸雄,Yukio,M,Japanese
行雄,Yukio,M,Japanese
優子,Yūko,F,Japanese
悠子,Yūko,F,Japanese
Юлия,Yuliya,F,Russian
Юлія,Yuliya,F,Ukrainian
裕美,Yumi,F,Japanese
由美,Yumi,F,Japanese
Юрій,Yuriy,M,Ukrainian
Юрий,Yury,M,Russian
ზაზა,Zaza,M,Georgian
Zigrīda,,F,Latvian
Zofia,,F,Polish
Zoltán,,M,Hungarian
Zsófia,,F,Hungarian
ზურაბი,Zurabi,M,Georgian
Zuzanna,,F,Polish
Þóra,,F,Icelandic
Þorsteinn,,M,Icelandic
Þórunn,,F,Icelandic
